X_Translation,Y_Translation,Z_Translation,Axis_X,Axis_Y,Axis_Z,Angle_Rotated,Percent_Volume_Intersection
0,0,2,-0,-0,-1,0.314159265358979,0
-0.820266793671767,1.03092991148454,1.5,-0,-0,-1,0.314159265358979,0
-0.119859157806571,-1.72076750394195,1,-0,-0,-1,0.314159265358979,0
1.39837224639202,1.32808653179543,0.5,-0,-0,-1,0.314159265358979,0
-1.99146297751412,-0.035840893323139,1.22464679914735e-16,-0,-0,-1,0.314159265358979,0
1.44525504980212,-1.27690900867578,-0.5,-0,-0,-1,0.314159265358979,0
-0.181699710955271,1.71534026810178,-1,-0,-0,-1,0.314159265358979,0
-0.782639765340571,-1.05977785073181,-1.5,-0,-0,-1,0.314159265358979,0
2.39391214651414e-16,4.68023164987629e-17,-2,-0,-0,-1,0.314159265358979,0
0,0,0,-0,-0,-1,0.314159265358979,0
-0.192726517565324,-0.189395945747851,1.9754474646252,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
-1.0463935715336,0.823869477991634,1.49096175279041,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
-0.0702582033925072,-1.81426086879043,0.820817672118121,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
1.22894746803873,1.37392136058641,0.755332451315167,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
-1.97534217702606,-0.179160366597733,-0.20552001188154,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
1.59166079700999,-1.11809671578713,-0.461868639886442,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
-0.228859560305567,1.78713136746995,-0.851938703736937,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
-0.543537533186785,-0.968073678610535,-1.65638254081049,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
0.192726517565324,0.189395945747851,-1.9754474646252,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
0,0,0,0.638580180375856,-0.584991754840306,-0.5,0.314159265358979,0
0.310390852551146,0.0272404477912156,1.96726328616693,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-0.728083608589391,0.915298742302253,1.61466153872944,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
0.306621223373879,-1.71179863191105,0.983631643083466,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
1.23450534131722,1.54173947397906,0.288027283931046,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-1.93694047192616,-0.3455128284264,0.310390852551146,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
1.5312687952162,-1.04837870293174,-0.731237080331668,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-0.599923978267267,1.65947907645889,-0.936630460823886,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-0.830938387763476,-1.19339820242825,-1.36483136913587,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-0.310390852551145,-0.0272404477912155,-1.96726328616693,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
0,0,0,-0.0874257247169608,0.996171040864828,-6.31539347672888e-17,0.314159265358979,0
-0.222769756048751,0.152931261122637,1.9754474646252,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
-1.1953013654553,0.918804844672962,1.3029671842776,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
0.162425940908671,-1.62135817135833,1.15462979250708,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
0.998012269402069,1.66052523586462,0.480136581626794,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
-1.92106988656646,-0.510439754088954,-0.17182150094089,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
1.74510012034269,-0.931663874052197,-0.23479116689131,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
-0.453325479763549,1.54406442472475,-1.18064800024568,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
-0.350946571999334,-1.32965216598804,-1.44126441297189,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
0.222769756048751,-0.152931261122637,-1.9754474646252,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
0,0,0,-0.526923510257363,-0.687278411081026,0.500000000000001,0.314159265358979,0
1.05942448291907e-17,-3.68764074292579e-17,2,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
-1.09869494188025,0.726996230994931,1.5,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
0.417753569016633,-1.67358566434664,1,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
0.919529728812153,1.69520613886528,0.5,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
-1.88291839659492,-0.649482618865208,1.18455588733708e-16,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
1.76910581677407,-0.767804261822018,-0.5,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
-0.702875988092084,1.57523724108348,-1,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
-0.416845282600575,-1.24975761872762,-1.5,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
2.02617618634616e-16,1.55364009144462e-16,-2,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
0,0,0,1.20592621786877e-16,2.13311368001269e-17,1,0.314159265358979,0
0,0,2,-0,-0,-0.999999999999998,0.188495559215388,0
